canonical_library_item_id,also_listed_as,title,url,posted_date,operation_scope,backlog_status,source_inventory_status,next_action
MGB-SAFETY-TOPIC-0056,,Cognitive distraction,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/COGNITIVE-DISTRACTION-VSM-090825ENG.ashx,09/09/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0057,,Rollovers,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM090125EN.ashx,09/02/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0058,,Backing FY26,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKING-PDVSM090125EN.ashx,09/02/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0059,,Summer and Holiday Traffic,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Summer-and-Holiday-Traffic-VSM-082525EN.ashx,08/26/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0060,,Back to School,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKTOSCHOOL_VSM_08_25_25-EN.ashx,08/26/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0061,,Brake Safety Week,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Brake-Safety-Week-VSM81825-ENG.ashx,08/18/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0062,,Sideswipes,https://www.mygroundbiz.com/sitecore/shell/-/media/FXGMGB/docs/Safety/FY26-VSM/SIDESWIPEVSM8425-ENGFINAL.ashx,08/04/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0063,,Dog bite prevention,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Dog-Bite-Prevention-VSM-040725-EN-FINAL.ashx,08/04/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0064,,Summer Driving,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SUMMER-DRIVINGVSM072825ENGFINAL.ashx,07/28/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0065,,Excessive Speed,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SPEEDVSM071425-FINAL.ashx,07/14/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0066,,Summer holiday traffic,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Summer-and-Holiday-Traffic-VSM-063025-FINAL.ashx,07/02/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0067,,Summer adverse weather,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SUMMER-ADVERSE-WEATHERVSM62325ENGFINAL.ashx,06/24/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0068,,Rollovers,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM061625ENFINAL.ashx,06/18/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0070,,Road rage,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Road-Rage-DeEscalationSafetyTopic42825ENGFINAL.ashx,04/28/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0071,,Fog,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/FOGVSM030325ENG-FINAL.ashx,03/03/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0072,,Human trafficking awareness,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Human-Trafficking-VSM-021725-ENG-FINAL.ashx,02/17/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0073,,Railroad intersections,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/PD-RAILROAD-SAFETY-INTERSECTIONSVSM021025-FINAL.ashx,02/10/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0074,,Large packages,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Large-PackagesPDVSM011325ENGFINAL.ashx,01/13/2025,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0075,,Trailer Dolly Coupling Canada,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY24-VSMs/TRAILER-DOLLY-COUPLINGVSM61923-Canada-FINAL.ashx,06/16/2023,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0076,,Trailer Dolly Coupling,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY24-VSMs/TRAILER-DOLLY-COUPLING-VSM-61923-US-FINAL.ashx,06/16/2023,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
MGB-SAFETY-TOPIC-0077,,Trailer dolly coupling,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/LH-TRAILER-DOLLY-COUPLING-VSM-021025-USCANADAFINAL.ashx,12/31/0,PENDING_CLASSIFICATION,OPEN,NOT_CREATED,DOWNLOAD_ARCHIVE_REVIEW_ALL_PAGES_AND_INVENTORY_REFERENCES
