archive_id,parent_source_id,link_order,archive_label,year_month,url,discovery_locator,access_status,review_status,relevance_status,acquisition_status,required_action
MGB-ARCHIVE-0018,SRC-MGB-PAGE-0023,43,March 2025,2025-03,https://www.mygroundbiz.com/news?sort=Date&archive=2025-03&if=True,Recent Customer Alerts link inventory row 44 (link order 43),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0019,SRC-MGB-PAGE-0023,44,January 2025,2025-01,https://www.mygroundbiz.com/news?sort=Date&archive=2025-01&if=True,Recent Customer Alerts link inventory row 45 (link order 44),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0020,SRC-MGB-PAGE-0023,45,December 2024,2024-12,https://www.mygroundbiz.com/news?sort=Date&archive=2024-12&if=True,Recent Customer Alerts link inventory row 46 (link order 45),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0021,SRC-MGB-PAGE-0023,46,November 2024,2024-11,https://www.mygroundbiz.com/news?sort=Date&archive=2024-11&if=True,Recent Customer Alerts link inventory row 47 (link order 46),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0022,SRC-MGB-PAGE-0023,47,October 2024,2024-10,https://www.mygroundbiz.com/news?sort=Date&archive=2024-10&if=True,Recent Customer Alerts link inventory row 48 (link order 47),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0023,SRC-MGB-PAGE-0023,48,August 2024,2024-08,https://www.mygroundbiz.com/news?sort=Date&archive=2024-08&if=True,Recent Customer Alerts link inventory row 49 (link order 48),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0024,SRC-MGB-PAGE-0023,49,July 2024,2024-07,https://www.mygroundbiz.com/news?sort=Date&archive=2024-07&if=True,Recent Customer Alerts link inventory row 50 (link order 49),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0025,SRC-MGB-PAGE-0023,50,June 2024,2024-06,https://www.mygroundbiz.com/news?sort=Date&archive=2024-06&if=True,Recent Customer Alerts link inventory row 51 (link order 50),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0026,SRC-MGB-PAGE-0023,51,May 2024,2024-05,https://www.mygroundbiz.com/news?sort=Date&archive=2024-05&if=True,Recent Customer Alerts link inventory row 52 (link order 51),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0027,SRC-MGB-PAGE-0023,52,April 2024,2024-04,https://www.mygroundbiz.com/news?sort=Date&archive=2024-04&if=True,Recent Customer Alerts link inventory row 53 (link order 52),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0028,SRC-MGB-PAGE-0023,53,March 2024,2024-03,https://www.mygroundbiz.com/news?sort=Date&archive=2024-03&if=True,Recent Customer Alerts link inventory row 54 (link order 53),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0029,SRC-MGB-PAGE-0023,54,February 2024,2024-02,https://www.mygroundbiz.com/news?sort=Date&archive=2024-02&if=True,Recent Customer Alerts link inventory row 55 (link order 54),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0030,SRC-MGB-PAGE-0023,55,January 2024,2024-01,https://www.mygroundbiz.com/news?sort=Date&archive=2024-01&if=True,Recent Customer Alerts link inventory row 56 (link order 55),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0031,SRC-MGB-PAGE-0023,56,December 2023,2023-12,https://www.mygroundbiz.com/news?sort=Date&archive=2023-12&if=True,Recent Customer Alerts link inventory row 57 (link order 56),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0032,SRC-MGB-PAGE-0023,57,November 2023,2023-11,https://www.mygroundbiz.com/news?sort=Date&archive=2023-11&if=True,Recent Customer Alerts link inventory row 58 (link order 57),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0033,SRC-MGB-PAGE-0023,58,October 2023,2023-10,https://www.mygroundbiz.com/news?sort=Date&archive=2023-10&if=True,Recent Customer Alerts link inventory row 59 (link order 58),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0034,SRC-MGB-PAGE-0023,59,September 2023,2023-09,https://www.mygroundbiz.com/news?sort=Date&archive=2023-09&if=True,Recent Customer Alerts link inventory row 60 (link order 59),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0035,SRC-MGB-PAGE-0023,60,August 2023,2023-08,https://www.mygroundbiz.com/news?sort=Date&archive=2023-08&if=True,Recent Customer Alerts link inventory row 61 (link order 60),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0036,SRC-MGB-PAGE-0023,61,July 2023,2023-07,https://www.mygroundbiz.com/news?sort=Date&archive=2023-07&if=True,Recent Customer Alerts link inventory row 62 (link order 61),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0037,SRC-MGB-PAGE-0023,62,June 2023,2023-06,https://www.mygroundbiz.com/news?sort=Date&archive=2023-06&if=True,Recent Customer Alerts link inventory row 63 (link order 62),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0038,SRC-MGB-PAGE-0023,63,May 2023,2023-05,https://www.mygroundbiz.com/news?sort=Date&archive=2023-05&if=True,Recent Customer Alerts link inventory row 64 (link order 63),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0039,SRC-MGB-PAGE-0023,64,April 2023,2023-04,https://www.mygroundbiz.com/news?sort=Date&archive=2023-04&if=True,Recent Customer Alerts link inventory row 65 (link order 64),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0040,SRC-MGB-PAGE-0023,65,March 2023,2023-03,https://www.mygroundbiz.com/news?sort=Date&archive=2023-03&if=True,Recent Customer Alerts link inventory row 66 (link order 65),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0041,SRC-MGB-PAGE-0023,66,February 2023,2023-02,https://www.mygroundbiz.com/news?sort=Date&archive=2023-02&if=True,Recent Customer Alerts link inventory row 67 (link order 66),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0042,SRC-MGB-PAGE-0023,67,January 2023,2023-01,https://www.mygroundbiz.com/news?sort=Date&archive=2023-01&if=True,Recent Customer Alerts link inventory row 68 (link order 67),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0043,SRC-MGB-PAGE-0023,68,December 2022,2022-12,https://www.mygroundbiz.com/news?sort=Date&archive=2022-12&if=True,Recent Customer Alerts link inventory row 69 (link order 68),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0044,SRC-MGB-PAGE-0023,69,November 2022,2022-11,https://www.mygroundbiz.com/news?sort=Date&archive=2022-11&if=True,Recent Customer Alerts link inventory row 70 (link order 69),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0045,SRC-MGB-PAGE-0023,70,October 2022,2022-10,https://www.mygroundbiz.com/news?sort=Date&archive=2022-10&if=True,Recent Customer Alerts link inventory row 71 (link order 70),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0046,SRC-MGB-PAGE-0023,71,September 2022,2022-09,https://www.mygroundbiz.com/news?sort=Date&archive=2022-09&if=True,Recent Customer Alerts link inventory row 72 (link order 71),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0047,SRC-MGB-PAGE-0023,72,August 2022,2022-08,https://www.mygroundbiz.com/news?sort=Date&archive=2022-08&if=True,Recent Customer Alerts link inventory row 73 (link order 72),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0048,SRC-MGB-PAGE-0023,73,July 2022,2022-07,https://www.mygroundbiz.com/news?sort=Date&archive=2022-07&if=True,Recent Customer Alerts link inventory row 74 (link order 73),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0049,SRC-MGB-PAGE-0023,74,June 2022,2022-06,https://www.mygroundbiz.com/news?sort=Date&archive=2022-06&if=True,Recent Customer Alerts link inventory row 75 (link order 74),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0050,SRC-MGB-PAGE-0023,75,May 2022,2022-05,https://www.mygroundbiz.com/news?sort=Date&archive=2022-05&if=True,Recent Customer Alerts link inventory row 76 (link order 75),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0051,SRC-MGB-PAGE-0023,76,April 2022,2022-04,https://www.mygroundbiz.com/news?sort=Date&archive=2022-04&if=True,Recent Customer Alerts link inventory row 77 (link order 76),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0052,SRC-MGB-PAGE-0023,77,March 2022,2022-03,https://www.mygroundbiz.com/news?sort=Date&archive=2022-03&if=True,Recent Customer Alerts link inventory row 78 (link order 77),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0053,SRC-MGB-PAGE-0023,78,February 2022,2022-02,https://www.mygroundbiz.com/news?sort=Date&archive=2022-02&if=True,Recent Customer Alerts link inventory row 79 (link order 78),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0054,SRC-MGB-PAGE-0023,79,January 2022,2022-01,https://www.mygroundbiz.com/news?sort=Date&archive=2022-01&if=True,Recent Customer Alerts link inventory row 80 (link order 79),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0055,SRC-MGB-PAGE-0023,80,August 2021,2021-08,https://www.mygroundbiz.com/news?sort=Date&archive=2021-08&if=True,Recent Customer Alerts link inventory row 81 (link order 80),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0056,SRC-MGB-PAGE-0023,81,July 2019,2019-07,https://www.mygroundbiz.com/news?sort=Date&archive=2019-07&if=True,Recent Customer Alerts link inventory row 82 (link order 81),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0057,SRC-MGB-PAGE-0023,82,June 2019,2019-06,https://www.mygroundbiz.com/news?sort=Date&archive=2019-06&if=True,Recent Customer Alerts link inventory row 83 (link order 82),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0058,SRC-MGB-PAGE-0023,83,May 2019,2019-05,https://www.mygroundbiz.com/news?sort=Date&archive=2019-05&if=True,Recent Customer Alerts link inventory row 84 (link order 83),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0059,SRC-MGB-PAGE-0023,84,April 2019,2019-04,https://www.mygroundbiz.com/news?sort=Date&archive=2019-04&if=True,Recent Customer Alerts link inventory row 85 (link order 84),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0060,SRC-MGB-PAGE-0023,85,March 2019,2019-03,https://www.mygroundbiz.com/news?sort=Date&archive=2019-03&if=True,Recent Customer Alerts link inventory row 86 (link order 85),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
