library_item_id,title,posted_date,url,operation_scope,review_status,relevance_status,duplicate_of,notes
MGB-SAFETY-TOPIC-0011,Fog,05/26/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/FOGVSM52526ENG-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0012,Motorcycle awareness,05/19/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/MOTORCYCLE-AWARENESSENGVSM051826FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0013,Road Rage De-escalation,05/08/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Road-Rage-DeEscalationSafetyTopic51126ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0014,CVSA international roadcheck,05/04/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/CVSA-Intl-Roadcheck-050426VSMENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0015,Rear-end collisions,04/27/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Rear-End-Collisions-4_27_26_EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0016,Backing,04/20/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKING-PDVSM042026EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0017,Wildlife Awareness,04/20/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/WILDLIFE-AWARENESSVSM042026EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0018,Work zone awareness,04/14/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Work-Zone-AwarenessVSM041326EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0019,Dog bite prevention,04/06/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Dog-Bite-Prevention-VSM-04062026-EN.ashx,DRIVER_ANIMAL_ENCOUNTER_SAFETY,FULLY_REVIEWED,HIGH_RELEVANCE,,Linked to SRC-MGB-DOC-0011; all seven pages visually reviewed from page-addressed authenticated viewer renders. Operational guidance is extracted from pages 3-6; original PDF bytes remain a durable-recapture target.
MGB-SAFETY-TOPIC-0020,Rollovers,04/06/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM040626EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0021,Distracted driving,03/31/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Distracted-DrivingVSM33026ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0022,Changing lanes,03/23/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/CHANGING-LANESVSM032326ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0023,Seat belts,03/17/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SEAT-BELTSVSM03162026ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0024,Driving drowsy,03/09/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/DROWSY-DRIVINGVSM392026ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0025,Driving in fog,03/03/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/FOGVSM3226ENG-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0026,Speed,02/23/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SPEEDVSM22326ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0027,Railroad intersections,02/23/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/PD-RAILROAD-SAFETY-INTERSECTIONSVSM022326ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0028,Human trafficking awareness,02/16/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Human-Trafficking-VSM21626ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0029,Aggressive driving,02/09/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/AGGRESSIVE-DRIVINGVSM020926ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0030,Work Zone Awareness,02/02/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Work-Zone-AwarenessVSM020826EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0031,Large packages,01/27/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Large-PackagesPDVSM012626ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0032,Vehicle maintenance,01/27/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/LH-VEHICLE-MAINTENANCE-USCANVSM12626-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0033,Distracted driving,01/19/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Distracted-DrivingVSM11926ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0034,Human trafficking,01/12/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Human-Trafficking-VSM11226ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0035,Adverse weather - winter,01/06/2026,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/AdverseWeatherVSM152026EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0036,Sideswipe collisions,12/29/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SIDESWIPEVSM122925-ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0037,Holiday Traffic - US,12/22/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/HOLIDAY-TRAFFICVSM122225-ENG-US.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0038,Holiday Traffic - Canada,12/22/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/HOLIDAY-TRAFFICVSM122225-ENG-CANADA.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0039,Driveway safety,12/15/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/PD-Driveway-Safety-12_15_25-EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0040,Rollovers,12/15/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM121525EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0041,Wildlife awareness,12/08/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/WILDLIFE-AWARENESSVSM12825EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0042,Adverse weather,12/02/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ADVERSE-WEATHERVSM1212025ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0043,Backing,11/24/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKING-PDVSM112425EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0044,Excessive speed,11/18/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SPEEDVSM111725ENG-1.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0045,Seat belts save lives,11/10/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SEAT-BELTSVSM11102025ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0046,Distracted driving,11/04/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Distracted-DrivingVSM11926ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,MGB-SAFETY-TOPIC-0033,Duplicate URL of earlier library entry; date/title relationship requires review.
MGB-SAFETY-TOPIC-0047,Rollovers,10/20/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM101625EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0048,Dog bite prevention,10/20/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Dog-Bite-Prevention-VSM-102025-EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0049,Wildlife awareness,10/13/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/WILDLIFE-AWARENESSVSM101325EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0050,Driveway safety,10/06/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/PD-Driveway-Safety-10_6_25-English.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0051,Rear-end collisions,10/06/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Rear-End-Collisions-10_6_25-English.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0052,Night Driving,09/29/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Night-Driving_09_29_25_VSM_EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0053,Sideswipe collisions,09/22/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SIDESWIPEVSM122925-ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,MGB-SAFETY-TOPIC-0036,Duplicate URL of earlier library entry; date/title relationship requires review.
MGB-SAFETY-TOPIC-0054,Fixed Object Collision,09/15/2025,https://www.mygroundbiz.com/sitecore/shell/-/media/FXGMGB/docs/Safety/FY26-VSM/FixedObject-CollisionPDVSM091525ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0055,Drowsy Driving,09/15/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/DROWSY-DRIVINGVSM091525ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0056,Cognitive distraction,09/09/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/COGNITIVE-DISTRACTION-VSM-090825ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0057,Rollovers,09/02/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM090125EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0058,Backing FY26,09/02/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKING-PDVSM090125EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0059,Summer and Holiday Traffic,08/26/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Summer-and-Holiday-Traffic-VSM-082525EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0060,Back to School,08/26/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/BACKTOSCHOOL_VSM_08_25_25-EN.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0061,Brake Safety Week,08/18/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Brake-Safety-Week-VSM81825-ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0062,Sideswipes,08/04/2025,https://www.mygroundbiz.com/sitecore/shell/-/media/FXGMGB/docs/Safety/FY26-VSM/SIDESWIPEVSM8425-ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0063,Dog bite prevention,08/04/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Dog-Bite-Prevention-VSM-040725-EN-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0064,Summer Driving,07/28/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SUMMER-DRIVINGVSM072825ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0065,Excessive Speed,07/14/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SPEEDVSM071425-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0066,Summer holiday traffic,07/02/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/Summer-and-Holiday-Traffic-VSM-063025-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0067,Summer adverse weather,06/24/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/SUMMER-ADVERSE-WEATHERVSM62325ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0068,Rollovers,06/18/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/ROLLOVERSLHVSM061625ENFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0069,Cognitive distractions,06/10/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY26-VSM/COGNITIVE-DISTRACTION-VSM-060925ENG.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,MGB-SAFETY-TOPIC-0009,Duplicate URL of earlier library entry; date/title relationship requires review.
MGB-SAFETY-TOPIC-0070,Road rage,04/28/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Road-Rage-DeEscalationSafetyTopic42825ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0071,Fog,03/03/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/FOGVSM030325ENG-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0072,Human trafficking awareness,02/17/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Human-Trafficking-VSM-021725-ENG-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0073,Railroad intersections,02/10/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/PD-RAILROAD-SAFETY-INTERSECTIONSVSM021025-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0074,Large packages,01/13/2025,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Large-PackagesPDVSM011325ENGFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0075,Trailer Dolly Coupling Canada,06/16/2023,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY24-VSMs/TRAILER-DOLLY-COUPLINGVSM61923-Canada-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0076,Trailer Dolly Coupling,06/16/2023,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY24-VSMs/TRAILER-DOLLY-COUPLING-VSM-61923-US-FINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Inventoried from fully expanded authenticated Safety Topic Library.
MGB-SAFETY-TOPIC-0077,Trailer dolly coupling,12/31/0,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/LH-TRAILER-DOLLY-COUPLING-VSM-021025-USCANADAFINAL.ashx,PENDING_CLASSIFICATION,NOT_YET_REVIEWED,PENDING_ASSESSMENT,,Portal displayed posted date as 12/31/0; raw value preserved and date remains unresolved. Do not infer a corrected date from the filename.
